clerk_name	sale_date	sale_amt
Steven	1995-05-20 00:00:00	4667
Harry	1995-05-20 00:00:00	3997
Bill	1995-05-20 00:00:00	3230
Johnson	1995-05-21 00:00:00	3680
Larry	1995-05-21 00:00:00	1566
Dow	1995-05-21 00:00:00	2587
Jenny	1995-05-21 00:00:00	3337
Baker	1995-05-21 00:00:00	3371
Mary	1995-05-21 00:00:00	2941
Tom	1995-05-21 00:00:00	670
Steven	1995-05-21 00:00:00	3804
Harry	1995-05-21 00:00:00	3020
Bill	1995-05-21 00:00:00	3266
Johnson	1995-05-22 00:00:00	3336
Larry	1995-05-22 00:00:00	560
Dow	1995-05-22 00:00:00	2969
Jenny	1995-05-22 00:00:00	952
Baker	1995-05-22 00:00:00	1438
Mary	1995-05-22 00:00:00	3352
Tom	1995-05-22 00:00:00	3600
Steven	1995-05-22 00:00:00	3503
Harry	1995-05-22 00:00:00	2589
Bill	1995-05-22 00:00:00	2788
Johnson	1995-05-23 00:00:00	305
Larry	1995-05-23 00:00:00	2555
Dow	1995-05-23 00:00:00	4008
Jenny	1995-05-23 00:00:00	1355
Baker	1995-05-23 00:00:00	2096
Mary	1995-05-23 00:00:00	2341
Tom	1995-05-23 00:00:00	2963
Steven	1995-05-23 00:00:00	4169
Harry	1995-05-23 00:00:00	1842
Bill	1995-05-23 00:00:00	1608
Johnson	1995-05-24 00:00:00	2393
Larry	1995-05-24 00:00:00	3940
Dow	1995-05-24 00:00:00	803
Jenny	1995-05-24 00:00:00	1251
Baker	1995-05-24 00:00:00	3139
Mary	1995-05-24 00:00:00	1651
Tom	1995-05-24 00:00:00	4415
Steven	1995-05-24 00:00:00	2962
Harry	1995-05-24 00:00:00	97
Bill	1995-05-24 00:00:00	4745
Johnson	1995-05-25 00:00:00	10
Larry	1995-05-25 00:00:00	3018
Dow	1995-05-25 00:00:00	2518
Jenny	1995-05-25 00:00:00	3203
Baker	1995-05-25 00:00:00	493
Mary	1995-05-25 00:00:00	4903
Tom	1995-05-25 00:00:00	3642
Steven	1995-05-25 00:00:00	743
Harry	1995-05-25 00:00:00	825
Bill	1995-05-25 00:00:00	4867
Johnson	1995-05-26 00:00:00	1807
Larry	1995-05-26 00:00:00	3528
Dow	1995-05-26 00:00:00	1518
Jenny	1995-05-26 00:00:00	647
Baker	1995-05-26 00:00:00	4195
Mary	1995-05-26 00:00:00	2175
Tom	1995-05-26 00:00:00	264
Steven	1995-05-26 00:00:00	542
Harry	1995-05-26 00:00:00	431
Bill	1995-05-26 00:00:00	4574
Johnson	1995-05-27 00:00:00	4250
Larry	1995-05-27 00:00:00	2740
Dow	1995-05-27 00:00:00	1289
Jenny	1995-05-27 00:00:00	2013
Baker	1995-05-27 00:00:00	1655
Mary	1995-05-27 00:00:00	3296
Tom	1995-05-27 00:00:00	2890
Steven	1995-05-27 00:00:00	4359
Harry	1995-05-27 00:00:00	1331
Bill	1995-05-27 00:00:00	448
Johnson	1995-05-28 00:00:00	3907
Larry	1995-05-28 00:00:00	1606
Dow	1995-05-28 00:00:00	4707
Jenny	1995-05-28 00:00:00	3018
Baker	1995-05-28 00:00:00	2438
Mary	1995-05-28 00:00:00	3920
Tom	1995-05-28 00:00:00	3480
Steven	1995-05-28 00:00:00	1491
Harry	1995-05-28 00:00:00	425
Bill	1995-05-28 00:00:00	427
Johnson	1995-05-29 00:00:00	774
Larry	1995-05-29 00:00:00	1982
Dow	1995-05-29 00:00:00	1721
Jenny	1995-05-29 00:00:00	3390
Baker	1995-05-29 00:00:00	2042
Mary	1995-05-29 00:00:00	730
Tom	1995-05-29 00:00:00	156
Steven	1995-05-29 00:00:00	4066
Harry	1995-05-29 00:00:00	158
Bill	1995-05-29 00:00:00	4921
Johnson	1995-05-30 00:00:00	1247
Larry	1995-05-30 00:00:00	4522
Dow	1995-05-30 00:00:00	1805
Jenny	1995-05-30 00:00:00	4629
Baker	1995-05-30 00:00:00	529
Mary	1995-05-30 00:00:00	901
Tom	1995-05-30 00:00:00	4497
Steven	1995-05-30 00:00:00	413
Harry	1995-05-30 00:00:00	2820
Bill	1995-05-30 00:00:00	3161
Johnson	1995-05-31 00:00:00	294
Larry	1995-05-31 00:00:00	1620
Dow	1995-05-31 00:00:00	124
Jenny	1995-05-31 00:00:00	4085
Baker	1995-05-31 00:00:00	3571
Mary	1995-05-31 00:00:00	1800
Tom	1995-05-31 00:00:00	1308
Steven	1995-05-31 00:00:00	1478
Harry	1995-05-31 00:00:00	977
Bill	1995-05-31 00:00:00	4688
Johnson	1995-06-01 00:00:00	4087
Larry	1995-06-01 00:00:00	1775
Dow	1995-06-01 00:00:00	2084
Jenny	1995-06-01 00:00:00	2106
Baker	1995-06-01 00:00:00	4395
Mary	1995-06-01 00:00:00	985
Tom	1995-06-01 00:00:00	4074
Steven	1995-06-01 00:00:00	3806
Harry	1995-06-01 00:00:00	4673
Bill	1995-06-01 00:00:00	4758
Johnson	1995-06-02 00:00:00	3233
Larry	1995-06-02 00:00:00	3682
Dow	1995-06-02 00:00:00	1169
Jenny	1995-06-02 00:00:00	3621
Baker	1995-06-02 00:00:00	4914
Mary	1995-06-02 00:00:00	2035
Tom	1995-06-02 00:00:00	924
Steven	1995-06-02 00:00:00	1878
Harry	1995-06-02 00:00:00	2148
Bill	1995-06-02 00:00:00	4545
Johnson	1995-06-03 00:00:00	1695
Larry	1995-06-03 00:00:00	4443
Dow	1995-06-03 00:00:00	1021
Jenny	1995-06-03 00:00:00	411
Baker	1995-06-03 00:00:00	2729
Mary	1995-06-03 00:00:00	4940
Tom	1995-06-03 00:00:00	3496
Steven	1995-06-03 00:00:00	4651
Harry	1995-06-03 00:00:00	943
Bill	1995-06-03 00:00:00	707
Johnson	1995-06-04 00:00:00	393
Larry	1995-06-04 00:00:00	2958
Dow	1995-06-04 00:00:00	777
Jenny	1995-06-04 00:00:00	976
Baker	1995-06-04 00:00:00	3841
Mary	1995-06-04 00:00:00	1545
Tom	1995-06-04 00:00:00	1703
Steven	1995-06-04 00:00:00	3375
Harry	1995-06-04 00:00:00	4634
Bill	1995-06-04 00:00:00	4421
Johnson	1995-06-05 00:00:00	150
Larry	1995-06-05 00:00:00	1067
Dow	1995-06-05 00:00:00	549
Jenny	1995-06-05 00:00:00	1137
Baker	1995-06-05 00:00:00	2363
Mary	1995-06-05 00:00:00	3336
Tom	1995-06-05 00:00:00	1909
Steven	1995-06-05 00:00:00	4574
Harry	1995-06-05 00:00:00	1574
Bill	1995-06-05 00:00:00	1094
Johnson	1995-06-06 00:00:00	331
Larry	1995-06-06 00:00:00	567
Dow	1995-06-06 00:00:00	1683
Jenny	1995-06-06 00:00:00	872
Baker	1995-06-06 00:00:00	897
Mary	1995-06-06 00:00:00	4193
Tom	1995-06-06 00:00:00	556
Steven	1995-06-06 00:00:00	1109
Harry	1995-06-06 00:00:00	1718
Bill	1995-06-06 00:00:00	1377
Johnson	1995-06-07 00:00:00	3938
Larry	1995-06-07 00:00:00	3150
Dow	1995-06-07 00:00:00	3187
Jenny	1995-06-07 00:00:00	4050
Baker	1995-06-07 00:00:00	944
Mary	1995-06-07 00:00:00	1219
Tom	1995-06-07 00:00:00	2054
Steven	1995-06-07 00:00:00	2473
Harry	1995-06-07 00:00:00	4068
Bill	1995-06-07 00:00:00	786
Johnson	1995-06-08 00:00:00	2813
Larry	1995-06-08 00:00:00	4517
Dow	1995-06-08 00:00:00	636
Jenny	1995-06-08 00:00:00	3147
Baker	1995-06-08 00:00:00	806
Mary	1995-06-08 00:00:00	3587
Tom	1995-06-08 00:00:00	3705
Steven	1995-06-08 00:00:00	763
Harry	1995-06-08 00:00:00	2861
Bill	1995-06-08 00:00:00	4639
Johnson	1995-06-09 00:00:00	3451
Larry	1995-06-09 00:00:00	2883
Dow	1995-06-09 00:00:00	2267
Jenny	1995-06-09 00:00:00	1223
Baker	1995-06-09 00:00:00	206
Mary	1995-06-09 00:00:00	4227
Tom	1995-06-09 00:00:00	348
Steven	1995-06-09 00:00:00	755
Harry	1995-06-09 00:00:00	2430
Bill	1995-06-09 00:00:00	1082
Johnson	1995-06-10 00:00:00	1969
Larry	1995-06-10 00:00:00	308
Dow	1995-06-10 00:00:00	2084
Jenny	1995-06-10 00:00:00	3962
Baker	1995-06-10 00:00:00	1808
Mary	1995-06-10 00:00:00	1039
Tom	1995-06-10 00:00:00	1043
Steven	1995-06-10 00:00:00	4121
Harry	1995-06-10 00:00:00	2368
Bill	1995-06-10 00:00:00	1008
Johnson	1995-06-11 00:00:00	443
Larry	1995-06-11 00:00:00	2573
Dow	1995-06-11 00:00:00	3281
Jenny	1995-06-11 00:00:00	3537
Baker	1995-06-11 00:00:00	83
Mary	1995-06-11 00:00:00	4974
Tom	1995-06-11 00:00:00	4622
Steven	1995-06-11 00:00:00	1456
Harry	1995-06-11 00:00:00	2323
Bill	1995-06-11 00:00:00	3652
Johnson	1995-06-12 00:00:00	4643
Larry	1995-06-12 00:00:00	1560
Dow	1995-06-12 00:00:00	4231
Jenny	1995-06-12 00:00:00	4315
Baker	1995-06-12 00:00:00	4520
Mary	1995-06-12 00:00:00	3332
Tom	1995-06-12 00:00:00	3059
Steven	1995-06-12 00:00:00	4485
Harry	1995-06-12 00:00:00	4471
Bill	1995-06-12 00:00:00	1530
Johnson	1995-06-13 00:00:00	3564
Larry	1995-06-13 00:00:00	3510
Dow	1995-06-13 00:00:00	1888
Jenny	1995-06-13 00:00:00	3556
Baker	1995-06-13 00:00:00	1048
Mary	1995-06-13 00:00:00	59
Tom	1995-06-13 00:00:00	2881
Steven	1995-06-13 00:00:00	4615
Harry	1995-06-13 00:00:00	1487
Bill	1995-06-13 00:00:00	2409
Johnson	1995-06-14 00:00:00	4040
Larry	1995-06-14 00:00:00	1530
Dow	1995-06-14 00:00:00	4551
Jenny	1995-06-14 00:00:00	4424
Baker	1995-06-14 00:00:00	1031
Mary	1995-06-14 00:00:00	4772
Tom	1995-06-14 00:00:00	1870
Steven	1995-06-14 00:00:00	1096
Harry	1995-06-14 00:00:00	72
Bill	1995-06-14 00:00:00	2674
Johnson	1995-06-15 00:00:00	1403
Larry	1995-06-15 00:00:00	1686
Dow	1995-06-15 00:00:00	2244
Jenny	1995-06-15 00:00:00	2022
Baker	1995-06-15 00:00:00	4367
Mary	1995-06-15 00:00:00	1008
Tom	1995-06-15 00:00:00	4091
Steven	1995-06-15 00:00:00	228
Harry	1995-06-15 00:00:00	3764
Bill	1995-06-15 00:00:00	166
Johnson	1995-06-16 00:00:00	910
Larry	1995-06-16 00:00:00	1071
Dow	1995-06-16 00:00:00	3193
Jenny	1995-06-16 00:00:00	2084
Baker	1995-06-16 00:00:00	1678
Mary	1995-06-16 00:00:00	3530
Tom	1995-06-16 00:00:00	1293
Steven	1995-06-16 00:00:00	4519
Harry	1995-06-16 00:00:00	1647
Bill	1995-06-16 00:00:00	1623
Johnson	1995-06-17 00:00:00	852
Larry	1995-06-17 00:00:00	3853
Dow	1995-06-17 00:00:00	152
Jenny	1995-06-17 00:00:00	2251
Baker	1995-06-17 00:00:00	2367
Mary	1995-06-17 00:00:00	1831
Tom	1995-06-17 00:00:00	2386
Steven	1995-06-17 00:00:00	2970
Harry	1995-06-17 00:00:00	4566
Bill	1995-06-17 00:00:00	4623
Johnson	1995-06-18 00:00:00	4462
Larry	1995-06-18 00:00:00	2314
Dow	1995-06-18 00:00:00	4227
Jenny	1995-06-18 00:00:00	3998
Baker	1995-06-18 00:00:00	1329
Mary	1995-06-18 00:00:00	1726
Tom	1995-06-18 00:00:00	4421
Steven	1995-06-18 00:00:00	4177
Harry	1995-06-18 00:00:00	1766
Bill	1995-06-18 00:00:00	459
Johnson	1995-06-19 00:00:00	4182
Larry	1995-06-19 00:00:00	4910
Dow	1995-06-19 00:00:00	3975
Jenny	1995-06-19 00:00:00	2782
Baker	1995-06-19 00:00:00	3475
Mary	1995-06-19 00:00:00	1644
Tom	1995-06-19 00:00:00	4012
Steven	1995-06-19 00:00:00	686
Harry	1995-06-19 00:00:00	250
Bill	1995-06-19 00:00:00	2228
Johnson	1995-06-20 00:00:00	2652
Larry	1995-06-20 00:00:00	4852
Dow	1995-06-20 00:00:00	1333
Jenny	1995-06-20 00:00:00	1442
Baker	1995-06-20 00:00:00	4089
Mary	1995-06-20 00:00:00	2040
Tom	1995-06-20 00:00:00	855
Steven	1995-06-20 00:00:00	4795
Harry	1995-06-20 00:00:00	2243
Bill	1995-06-20 00:00:00	3186
Johnson	1995-06-21 00:00:00	3949
Larry	1995-06-21 00:00:00	1469
Dow	1995-06-21 00:00:00	2370
Jenny	1995-06-21 00:00:00	3471
Baker	1995-06-21 00:00:00	4480
Mary	1995-06-21 00:00:00	2954
Tom	1995-06-21 00:00:00	2058
Steven	1995-06-21 00:00:00	3310
Harry	1995-06-21 00:00:00	3645
Bill	1995-06-21 00:00:00	3945
Johnson	1995-06-22 00:00:00	1706
Larry	1995-06-22 00:00:00	2732
Dow	1995-06-22 00:00:00	1377
Jenny	1995-06-22 00:00:00	319
Baker	1995-06-22 00:00:00	29
Mary	1995-06-22 00:00:00	893
Tom	1995-06-22 00:00:00	4622
Steven	1995-06-22 00:00:00	553
Harry	1995-06-22 00:00:00	188
Bill	1995-06-22 00:00:00	2543
Johnson	1995-06-23 00:00:00	740
Larry	1995-06-23 00:00:00	1784
Dow	1995-06-23 00:00:00	1685
Jenny	1995-06-23 00:00:00	4078
Baker	1995-06-23 00:00:00	445
Mary	1995-06-23 00:00:00	4818
Tom	1995-06-23 00:00:00	2250
Steven	1995-06-23 00:00:00	3492
Harry	1995-06-23 00:00:00	2953
Bill	1995-06-23 00:00:00	3792
Johnson	1995-06-24 00:00:00	2582
Larry	1995-06-24 00:00:00	881
Dow	1995-06-24 00:00:00	1268
Jenny	1995-06-24 00:00:00	850
Baker	1995-06-24 00:00:00	4920
Mary	1995-06-24 00:00:00	4400
Tom	1995-06-24 00:00:00	2791
Steven	1995-06-24 00:00:00	4170
Harry	1995-06-24 00:00:00	4146
Bill	1995-06-24 00:00:00	510
Johnson	1995-06-25 00:00:00	4807
Larry	1995-06-25 00:00:00	3894
Dow	1995-06-25 00:00:00	2293
Jenny	1995-06-25 00:00:00	2109
Baker	1995-06-25 00:00:00	720
Mary	1995-06-25 00:00:00	46
Tom	1995-06-25 00:00:00	4105
Steven	1995-06-25 00:00:00	3689
Harry	1995-06-25 00:00:00	1302
Bill	1995-06-25 00:00:00	4314
Johnson	1995-06-26 00:00:00	2542
Larry	1995-06-26 00:00:00	3937
Dow	1995-06-26 00:00:00	653
Jenny	1995-06-26 00:00:00	3642
Baker	1995-06-26 00:00:00	3965
Mary	1995-06-26 00:00:00	3350
Tom	1995-06-26 00:00:00	3978
Steven	1995-06-26 00:00:00	2957
Harry	1995-06-26 00:00:00	3026
Bill	1995-06-26 00:00:00	2251
Johnson	1995-06-27 00:00:00	3808
Larry	1995-06-27 00:00:00	1983
Dow	1995-06-27 00:00:00	2210
Jenny	1995-06-27 00:00:00	3281
Baker	1995-06-27 00:00:00	2765
Mary	1995-06-27 00:00:00	2022
Tom	1995-06-27 00:00:00	320
Steven	1995-06-27 00:00:00	1898
Harry	1995-06-27 00:00:00	4536
Bill	1995-06-27 00:00:00	2792
Johnson	1995-06-28 00:00:00	3176
Larry	1995-06-28 00:00:00	3574
Dow	1995-06-28 00:00:00	272
Jenny	1995-06-28 00:00:00	1873
Baker	1995-06-28 00:00:00	3228
Mary	1995-06-28 00:00:00	2457
Tom	1995-06-28 00:00:00	254
Steven	1995-06-28 00:00:00	126
Harry	1995-06-28 00:00:00	2785
Bill	1995-06-28 00:00:00	2984
Johnson	1995-06-29 00:00:00	272
Larry	1995-06-29 00:00:00	435
Dow	1995-06-29 00:00:00	3100
Jenny	1995-06-29 00:00:00	3533
Baker	1995-06-29 00:00:00	3861
Mary	1995-06-29 00:00:00	4517
Tom	1995-06-29 00:00:00	3582
Steven	1995-06-29 00:00:00	4535
Harry	1995-06-29 00:00:00	203
Bill	1995-06-29 00:00:00	3097
Johnson	1995-06-30 00:00:00	2014
Larry	1995-06-30 00:00:00	2577
Dow	1995-06-30 00:00:00	3261
Jenny	1995-06-30 00:00:00	3675
Baker	1995-06-30 00:00:00	2767
Mary	1995-06-30 00:00:00	1975
Tom	1995-06-30 00:00:00	439
Steven	1995-06-30 00:00:00	2277
Harry	1995-06-30 00:00:00	642
Bill	1995-06-30 00:00:00	937
Johnson	1995-07-01 00:00:00	3881
Larry	1995-07-01 00:00:00	1016
Dow	1995-07-01 00:00:00	3167
Jenny	1995-07-01 00:00:00	932
Baker	1995-07-01 00:00:00	4330
Mary	1995-07-01 00:00:00	2057
Tom	1995-07-01 00:00:00	3872
Steven	1995-07-01 00:00:00	139
Harry	1995-07-01 00:00:00	1304
Bill	1995-07-01 00:00:00	567
Johnson	1995-07-02 00:00:00	3328
Larry	1995-07-02 00:00:00	4854
Dow	1995-07-02 00:00:00	4276
Jenny	1995-07-02 00:00:00	4551
Baker	1995-07-02 00:00:00	3487
Mary	1995-07-02 00:00:00	1584
Tom	1995-07-02 00:00:00	2400
Steven	1995-07-02 00:00:00	3032
Harry	1995-07-02 00:00:00	4182
Bill	1995-07-02 00:00:00	2101
Johnson	1995-07-03 00:00:00	326
Larry	1995-07-03 00:00:00	921
Dow	1995-07-03 00:00:00	3487
Jenny	1995-07-03 00:00:00	4172
Baker	1995-07-03 00:00:00	4585
Mary	1995-07-03 00:00:00	4038
Tom	1995-07-03 00:00:00	973
Steven	1995-07-03 00:00:00	1769
Harry	1995-07-03 00:00:00	4062
Bill	1995-07-03 00:00:00	1184
Johnson	1995-07-04 00:00:00	4855
Larry	1995-07-04 00:00:00	550
Dow	1995-07-04 00:00:00	4086
Jenny	1995-07-04 00:00:00	1864
Baker	1995-07-04 00:00:00	380
Mary	1995-07-04 00:00:00	2106
Tom	1995-07-04 00:00:00	1775
Steven	1995-07-04 00:00:00	3244
Harry	1995-07-04 00:00:00	2842
Bill	1995-07-04 00:00:00	3962
Johnson	1995-07-05 00:00:00	336
Larry	1995-07-05 00:00:00	3188
Dow	1995-07-05 00:00:00	4043
Jenny	1995-07-05 00:00:00	1612
Baker	1995-07-05 00:00:00	2182
Mary	1995-07-05 00:00:00	2792
Tom	1995-07-05 00:00:00	1084
Steven	1995-07-05 00:00:00	3934
Harry	1995-07-05 00:00:00	4888
Bill	1995-07-05 00:00:00	1617
Johnson	1995-07-06 00:00:00	912
Larry	1995-07-06 00:00:00	4165
Dow	1995-07-06 00:00:00	187
Jenny	1995-07-06 00:00:00	1986
Baker	1995-07-06 00:00:00	3116
Mary	1995-07-06 00:00:00	251
Tom	1995-07-06 00:00:00	4467
Steven	1995-07-06 00:00:00	59
Harry	1995-07-06 00:00:00	2132
Bill	1995-07-06 00:00:00	787
Johnson	1995-07-07 00:00:00	4447
Larry	1995-07-07 00:00:00	1085
Dow	1995-07-07 00:00:00	3104
Jenny	1995-07-07 00:00:00	962
Baker	1995-07-07 00:00:00	4045
Mary	1995-07-07 00:00:00	4212
Tom	1995-07-07 00:00:00	3389
Steven	1995-07-07 00:00:00	1878
Harry	1995-07-07 00:00:00	2736
Bill	1995-07-07 00:00:00	3420
Johnson	1995-07-08 00:00:00	3857
Larry	1995-07-08 00:00:00	1377
Dow	1995-07-08 00:00:00	2066
Jenny	1995-07-08 00:00:00	702
Baker	1995-07-08 00:00:00	915
Mary	1995-07-08 00:00:00	33
Tom	1995-07-08 00:00:00	376
Steven	1995-07-08 00:00:00	396
Harry	1995-07-08 00:00:00	1438
Bill	1995-07-08 00:00:00	2285
Johnson	1995-07-09 00:00:00	1197
Larry	1995-07-09 00:00:00	4657
Dow	1995-07-09 00:00:00	3599
Jenny	1995-07-09 00:00:00	4778
Baker	1995-07-09 00:00:00	3221
Mary	1995-07-09 00:00:00	4406
Tom	1995-07-09 00:00:00	1942
Steven	1995-07-09 00:00:00	1859
Harry	1995-07-09 00:00:00	4243
Bill	1995-07-09 00:00:00	2761
Johnson	1995-07-10 00:00:00	4882
Larry	1995-07-10 00:00:00	1826
Dow	1995-07-10 00:00:00	2963
Jenny	1995-07-10 00:00:00	3836
Baker	1995-07-10 00:00:00	2249
Mary	1995-07-10 00:00:00	1975
Tom	1995-07-10 00:00:00	1091
Steven	1995-07-10 00:00:00	4058
Harry	1995-07-10 00:00:00	4389
Bill	1995-07-10 00:00:00	702
Johnson	1995-07-11 00:00:00	3754
Larry	1995-07-11 00:00:00	559
Dow	1995-07-11 00:00:00	2829
Jenny	1995-07-11 00:00:00	920
Baker	1995-07-11 00:00:00	3824
Mary	1995-07-11 00:00:00	2054
Tom	1995-07-11 00:00:00	485
Steven	1995-07-11 00:00:00	836
Harry	1995-07-11 00:00:00	404
Bill	1995-07-11 00:00:00	1585
Johnson	1995-07-12 00:00:00	1914
Larry	1995-07-12 00:00:00	701
Dow	1995-07-12 00:00:00	3382
Jenny	1995-07-12 00:00:00	2895
Baker	1995-07-12 00:00:00	1198
Mary	1995-07-12 00:00:00	2467
Tom	1995-07-12 00:00:00	4659
Steven	1995-07-12 00:00:00	2780
Harry	1995-07-12 00:00:00	1588
Bill	1995-07-12 00:00:00	3448
Johnson	1995-07-13 00:00:00	2389
Larry	1995-07-13 00:00:00	660
Dow	1995-07-13 00:00:00	2195
Jenny	1995-07-13 00:00:00	4959
Baker	1995-07-13 00:00:00	2305
Mary	1995-07-13 00:00:00	3802
Tom	1995-07-13 00:00:00	2639
Steven	1995-07-13 00:00:00	2606
Harry	1995-07-13 00:00:00	39
Bill	1995-07-13 00:00:00	2050
Johnson	1995-07-14 00:00:00	1762
Larry	1995-07-14 00:00:00	1375
Dow	1995-07-14 00:00:00	111
Jenny	1995-07-14 00:00:00	4680
Baker	1995-07-14 00:00:00	1214
Mary	1995-07-14 00:00:00	910
Tom	1995-07-14 00:00:00	1162
Steven	1995-07-14 00:00:00	4011
Harry	1995-07-14 00:00:00	3970
Bill	1995-07-14 00:00:00	4409
Johnson	1995-07-15 00:00:00	2861
Larry	1995-07-15 00:00:00	677
Dow	1995-07-15 00:00:00	1606
Jenny	1995-07-15 00:00:00	3368
Baker	1995-07-15 00:00:00	2844
Mary	1995-07-15 00:00:00	4080
Tom	1995-07-15 00:00:00	2472
Steven	1995-07-15 00:00:00	23
Harry	1995-07-15 00:00:00	1980
Bill	1995-07-15 00:00:00	3373
Johnson	1995-07-16 00:00:00	736
Larry	1995-07-16 00:00:00	4694
Dow	1995-07-16 00:00:00	3248
Jenny	1995-07-16 00:00:00	4482
Baker	1995-07-16 00:00:00	3629
Mary	1995-07-16 00:00:00	1383
Tom	1995-07-16 00:00:00	3506
Steven	1995-07-16 00:00:00	2098
Harry	1995-07-16 00:00:00	1152
Bill	1995-07-16 00:00:00	1961
Johnson	1995-07-17 00:00:00	3488
Larry	1995-07-17 00:00:00	2261
Dow	1995-07-17 00:00:00	3892
Jenny	1995-07-17 00:00:00	1944
Baker	1995-07-17 00:00:00	4412
Mary	1995-07-17 00:00:00	1153
Tom	1995-07-17 00:00:00	600
Steven	1995-07-17 00:00:00	4399
Harry	1995-07-17 00:00:00	4714
Bill	1995-07-17 00:00:00	3995
Johnson	1995-07-18 00:00:00	2644
Larry	1995-07-18 00:00:00	2786
Dow	1995-07-18 00:00:00	2536
Jenny	1995-07-18 00:00:00	4458
Baker	1995-07-18 00:00:00	2493
Mary	1995-07-18 00:00:00	3600
Tom	1995-07-18 00:00:00	3764
Steven	1995-07-18 00:00:00	4865
Harry	1995-07-18 00:00:00	2939
Bill	1995-07-18 00:00:00	544
Johnson	1995-07-19 00:00:00	1620
Larry	1995-07-19 00:00:00	549
Dow	1995-07-19 00:00:00	2844
Jenny	1995-07-19 00:00:00	3569
Baker	1995-07-19 00:00:00	2023
Mary	1995-07-19 00:00:00	3118
Tom	1995-07-19 00:00:00	3830
Steven	1995-07-19 00:00:00	3526
Harry	1995-07-19 00:00:00	4207
Bill	1995-07-19 00:00:00	2083
Johnson	1995-07-20 00:00:00	471
Larry	1995-07-20 00:00:00	1379
Dow	1995-07-20 00:00:00	3365
Jenny	1995-07-20 00:00:00	2212
Baker	1995-07-20 00:00:00	4224
Mary	1995-07-20 00:00:00	4877
Tom	1995-07-20 00:00:00	1410
Steven	1995-07-20 00:00:00	256
Harry	1995-07-20 00:00:00	3555
Bill	1995-07-20 00:00:00	362
Johnson	1995-07-21 00:00:00	3309
Larry	1995-07-21 00:00:00	4173
Dow	1995-07-21 00:00:00	4461
Jenny	1995-07-21 00:00:00	2876
Baker	1995-07-21 00:00:00	4801
Mary	1995-07-21 00:00:00	796
Tom	1995-07-21 00:00:00	1847
Steven	1995-07-21 00:00:00	4103
Harry	1995-07-21 00:00:00	2767
Bill	1995-07-21 00:00:00	3957
Johnson	1995-07-22 00:00:00	3052
Larry	1995-07-22 00:00:00	4722
Dow	1995-07-22 00:00:00	1921
Jenny	1995-07-22 00:00:00	4449
Baker	1995-07-22 00:00:00	114
Mary	1995-07-22 00:00:00	665
Tom	1995-07-22 00:00:00	1007
Steven	1995-07-22 00:00:00	844
Harry	1995-07-22 00:00:00	2280
Bill	1995-07-22 00:00:00	1399
Johnson	1995-07-23 00:00:00	3171
Larry	1995-07-23 00:00:00	1104
Dow	1995-07-23 00:00:00	4621
Jenny	1995-07-23 00:00:00	2809
Baker	1995-07-23 00:00:00	3724
Mary	1995-07-23 00:00:00	4147
Tom	1995-07-23 00:00:00	2582
Steven	1995-07-23 00:00:00	2478
Harry	1995-07-23 00:00:00	4089
Bill	1995-07-23 00:00:00	2977
Johnson	1995-07-24 00:00:00	723
Larry	1995-07-24 00:00:00	1148
Dow	1995-07-24 00:00:00	3327
Jenny	1995-07-24 00:00:00	1792
Baker	1995-07-24 00:00:00	1932
Mary	1995-07-24 00:00:00	942
Tom	1995-07-24 00:00:00	3254
Steven	1995-07-24 00:00:00	3515
Harry	1995-07-24 00:00:00	890
Bill	1995-07-24 00:00:00	3480
Johnson	1995-07-25 00:00:00	4848
Larry	1995-07-25 00:00:00	1518
Dow	1995-07-25 00:00:00	2645
Jenny	1995-07-25 00:00:00	4385
Baker	1995-07-25 00:00:00	2338
Mary	1995-07-25 00:00:00	4925
Tom	1995-07-25 00:00:00	3717
Steven	1995-07-25 00:00:00	4762
Harry	1995-07-25 00:00:00	2073
Bill	1995-07-25 00:00:00	774
Johnson	1995-07-26 00:00:00	4300
Larry	1995-07-26 00:00:00	195
Dow	1995-07-26 00:00:00	1054
Jenny	1995-07-26 00:00:00	3488
Baker	1995-07-26 00:00:00	746
Mary	1995-07-26 00:00:00	3449
Tom	1995-07-26 00:00:00	4796
Steven	1995-07-26 00:00:00	2558
Harry	1995-07-26 00:00:00	2729
Bill	1995-07-26 00:00:00	3548
Johnson	1995-07-27 00:00:00	990
Larry	1995-07-27 00:00:00	3073
Dow	1995-07-27 00:00:00	4166
Jenny	1995-07-27 00:00:00	1174
Baker	1995-07-27 00:00:00	4314
Mary	1995-07-27 00:00:00	765
Tom	1995-07-27 00:00:00	1252
Steven	1995-07-27 00:00:00	3322
Harry	1995-07-27 00:00:00	3608
Bill	1995-07-27 00:00:00	3507
Johnson	1995-07-28 00:00:00	4700
Larry	1995-07-28 00:00:00	3992
Dow	1995-07-28 00:00:00	547
Jenny	1995-07-28 00:00:00	4812
Baker	1995-07-28 00:00:00	1615
Mary	1995-07-28 00:00:00	2287
Tom	1995-07-28 00:00:00	3895
Steven	1995-07-28 00:00:00	1716
Harry	1995-07-28 00:00:00	256
Bill	1995-07-28 00:00:00	4651
Johnson	1995-07-29 00:00:00	403
Larry	1995-07-29 00:00:00	4581
Dow	1995-07-29 00:00:00	3302
Jenny	1995-07-29 00:00:00	4147
Baker	1995-07-29 00:00:00	2415
Mary	1995-07-29 00:00:00	4787
